Base Item Code,"Retailer 
Item 
Code",Description,Category,"Reg 
Price",Base LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Appeared)#,(Visits Base Appeared)%,A1 Item Code,A1 Retailer Item Code,A1 Item Description,A1 LIG Flag,Rank By Visit,Rank By Sales,Rank By Price,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2 Item Code
8765,8980026,F-HUNTS PASTA SAUCES 24OZ 106,SAUCE,NA,1,134,517,39115,16168,0.005561399,60769,5.10E+13,GRND BEEF 80% LEAN 20% BP,0,12,1,22544,1031,6.38,45468
61556,5.10E+12,P5 PORK BONELESS PORK CHOPS,NA,0,0,135,75,43719,16163,0.005559679,61570,5.10E+12,P5 BEEF GROUND 80% LEAN,0,34,10,43732,2795,17.29,61060
61556,5.10E+12,P5 PORK BONELESS PORK CHOPS,NA,0,0,135,75,43719,16163,0.005559679,61060,5.10E+13,FRESH PICK 5 BASILIO BUDA FRSH SAUSA,0,37,16,22200,2432,15.05,61570
61556,5.10E+12,P5 PORK BONELESS PORK CHOPS,NA,0,0,135,75,43719,16163,0.005559679,308271,5.10E+13,P5 BEEF GROUND 80% LEAN,0,56,25,21617,2005,12.40,308285
9165,8980396,F-OM LUNCHABLES,LUNCH PACKS,NA,1,136,218,37213,16117,0.005543857,9166,8980397,F-LUNCHABLES 59,1,87,96,33736,1437,8.92,52473
64092,42187011417,BEST YET 1% MILK,NA,2.390000105,0,137,253,39071,16116,0.005543513,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,909,5.64,45468
9117,8.98E+06,F-14 OM BACON 1LB 6934,BACON,NA,1,138,43,8676,16071,0.005528034,7135,8.98E+06,F-LOL BUTTER 16OZ 241,1,93,49,17342,1895,11.79,45484
9117,8.98E+06,F-14 OM BACON 1LB 6934,BACON,NA,1,138,43,8676,16071,0.005528034,7157,8.98E+06,F-CABOT BARS 8OZ 135,1,13,13,27234,1326,8.25,7135
53622,1.20E+10,PEPSI 2 LITER,DSD-GROC-SODA/DRINKS,3.289999962,0,139,237,35077,15937,0.005481941,53636,12000002335,MT DEW 2 LITER,0,302,632,35080,2247,14.10,52473
53622,1.20E+10,PEPSI 2 LITER,DSD-GROC-SODA/DRINKS,3.289999962,0,139,237,35077,15937,0.005481941,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,999,6.27,52473
8855,8980112,F-PROG SOUPS 19Z 35,SOUP,3.99000001,1,140,194,31392,15879,0.00546199,8859,8980116,F-PROGRESSO R&H SOUPS 103,1,330,501,31393,2490,15.68,45468
8855,8980112,F-PROG SOUPS 19Z 35,SOUP,3.99000001,1,140,194,31392,15879,0.00546199,8854,8980111,F-PROG CLASSIC HRTY SOUP 24,1,282,440,32498,1376,8.67,45468
53626,12000001314,MOUNTAIN DEW 20Z BOTTLE,DSD-GROC-SODA/DRINKS,2.99000001,0,142,241,36573,15733,0.00541177,53624,12000001291,PEPSI 20OZ BOTTLE,0,124,212,36572,919,5.84,52473
7340,8981519,F-FLORIDA NAT JUICE 65,JUICES,4.590000153,1,143,131,27243,15722,0.005407986,15949,8.72E+03,BYET GRADE A LARGE WHITE,0,20,12,35789,819,5.21,45468
55324,28400199148,LAYS XL CLASSIC CHIPS,DSD-SNACKS/CHIPS,4.789999962,0,145,180,26261,15573,0.005356734,55224,28400043809,LAYS WAVY ORIGINAL,0,184,275,26260,1170,7.51,45468
51102,50400739420,BALL PARK HAMBURG BUNS,DSD-GROC-PKG BAKERY,3.99000001,0,146,158,30584,15473,0.005322336,51106,50400751163,BALL PARK HOT DOG BUNS,0,193,239,30586,2533,16.37,45468
51102,50400739420,BALL PARK HAMBURG BUNS,DSD-GROC-PKG BAKERY,3.99000001,0,146,158,30584,15473,0.005322336,60769,5.10E+13,GRND BEEF 80% LEAN 20% BP,0,12,1,22544,1182,7.64,51106
46127,94068,NF 5 LB WHT,VEG,5.489999771,0,147,133,21702,15448,0.005313737,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,916,5.93,45468
46559,9.45E+04,25 LB MED GREEN SQUASH,VEG,1.99000001,0,149,371,40569,15351,0.005280371,311180,74343,JERSY FRESH YELLOW SQUASH,0,873,2390,43401,1748,11.39,45468
46559,9.45E+04,25 LB MED GREEN SQUASH,VEG,1.99000001,0,149,371,40569,15351,0.005280371,46315,94299,BROCCOLI CROWNS ASIAN,0,35,73,38637,1491,9.71,45468
7734,8981906,F-COOL WHIP TOPPINGS 8OZ 92,TOPPINGS,2.99000001,1,150,317,36809,15272,0.005253197,8689,8979952,F-JELLO INSTNT PUDDINGS 130,1,158,688,41870,1486,9.73,45468
307942,5.10E+13,GRND BEEF 85% LEAN 15% FAT BP,RDM WT MISC-MT,0,0,151,19,43176,15250,0.00524563,60852,5.10E+13,CHICKEN BNLS SKINLESS BREAST,0,10,2,30693,1163,7.63,45468
307942,5.10E+13,GRND BEEF 85% LEAN 15% FAT BP,RDM WT MISC-MT,0,0,151,19,43176,15250,0.00524563,46213,94180,TOMATO HOT HOUSE,0,22,33,36411,825,5.41,45468
7444,8981622,F-DANNON L&F GRK YGT 5.3OZ 1031,YOGURT,1.789999962,1,153,772,41117,15040,0.005173395,7441,8.98E+06,F-DANNON OIKOS 5.3OZ 657,1,329,1558,41116,446,2.97,45468
8763,8980024,F-RAGU SAUCES 6,SAUCE,NA,1,154,251,34562,15024,0.005167891,8618,8981153,F-BARILLA PASTA 99,1,11,37,38834,1651,10.99,45468
8763,8980024,F-RAGU SAUCES 6,SAUCE,NA,1,154,251,34562,15024,0.005167891,8623,8981158,F-RONZONI PASTA 480,1,32,122,39111,1194,7.95,45468
8720,8.98E+06,F-Family Group 27,SALAD DRESSING/RTE DIPS,4.590000153,1,155,202,27574,14816,0.005096344,45865,94194,CUCUMBER S/S,0,21,88,42632,1249,8.43,45468
46067,94020,ONIONS VIDALIA JUMBO,VEG,1.49000001,0,156,674,41746,14793,0.005088433,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,2289,15.47,45468
46067,94020,ONIONS VIDALIA JUMBO,VEG,1.49000001,0,156,674,41746,14793,0.005088433,46213,94180,TOMATO HOT HOUSE,0,22,33,36411,1049,7.09,45468
8689,8979952,F-JELLO INSTNT PUDDINGS 130,PUDDINGS,1.49000001,1,158,688,41870,14550,0.005004847,7734,8981906,F-COOL WHIP TOPPINGS 8OZ 92,1,150,317,36809,1486,10.21,45468
8689,8979952,F-JELLO INSTNT PUDDINGS 130,PUDDINGS,1.49000001,1,158,688,41870,14550,0.005004847,8426,8980964,F-JELLO GELATIN 3OZ 79,1,227,1011,41135,777,5.34,45468
7194,8981378,F-PHILLY CRM CHSE BRCK 8Z 792,CHEESE,5.789999962,1,159,143,20289,14305,0.004920573,7140,8981326,F-CABOT BUTTER QTRS 752,1,78,46,19222,1203,8.41,45468
7194,8981378,F-PHILLY CRM CHSE BRCK 8Z 792,CHEESE,5.789999962,1,159,143,20289,14305,0.004920573,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,878,6.14,52473
9135,8980367,F-HF LUNCH MEAT 173,COLD CUTS STACK,7.389999866,1,160,70,13807,13960,0.004801901,9137,8980369,F-HF TRKY SLCED 1273,1,457,257,13808,1574,11.28,45468
9135,8980367,F-HF LUNCH MEAT 173,COLD CUTS STACK,7.389999866,1,160,70,13807,13960,0.004801901,7212,8981396,F-SARGENTO SLICES 1304,1,47,32,24581,1363,9.76,45468
8774,8980035,F-Family Group 152,SAUCE,NA,1,161,227,28697,13933,0.004792614,8618,8.98E+06,F-BARILLA PASTA 99,1,11,37,38834,1591,11.42,45468
8774,8980035,F-Family Group 152,SAUCE,NA,1,161,227,28697,13933,0.004792614,8623,8981158,F-RONZONI PASTA 480,1,32,122,39111,928,6.66,45468
61927,5.10E+12,SMITHFIELD COOKED HAM,NA,0,0,162,141,43815,13555,0.004662591,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,632,4.66,45468
52964,49000000443,COKE 20 OZ PLASTIC BTLE,DSD-GROC-SODA/DRINKS,2.99000001,0,163,310,36552,13522,0.00465124,7100,8981286,F-FAMILY GROUP 1341,1,23,104,41521,448,3.31,52473
46088,589359,SHP 5# WHITE POT GG,VEG,3.589999914,0,164,271,33410,13490,0.004640232,60769,5.10E+13,GRND BEEF 80% LEAN 20% BP,0,12,1,22544,684,5.07,45468
8709,8979972,F-Family Group 24,SALAD DRESSING/RTE DIPS,5.389999866,1,165,178,22248,13450,0.004626473,45865,94194,CUCUMBER S/S,0,21,88,42632,1054,7.84,45468
8094,8980640,F-Family Group 1349,CAT FOOD,3.49000001,1,166,262,34442,13394,0.004607211,8069,8979914,F-FANCY FEAST 3OZ 242,1,16,90,42244,1605,11.98,8056
8094,8980640,F-Family Group 1349,CAT FOOD,3.49000001,1,166,262,34442,13394,0.004607211,8056,8979901,F-FRISKIES MEATY BITS 5.5Z 12,1,9,87,42760,1257,9.38,8069
54026,12000504082,MT DEW 6PK/16.9OZ,DSD-GROC-SODA/DRINKS,7.989999771,0,167,97,12245,13217,0.004546327,54024,12000504051,PEPSI COLA 6PK/16.9OZ,0,96,44,12244,3401,25.73,52478
54026,12000504082,MT DEW 6PK/16.9OZ,DSD-GROC-SODA/DRINKS,7.989999771,0,167,97,12245,13217,0.004546327,54053,12000811197,PEPSI WILD CHERRY 6PK/16.9OZ,0,783,714,12246,1068,8.08,52478
45485,93176,MELON CANTALOUPE JUMBO 9 CT,FRUIT,4.989999771,0,170,236,24060,13008,0.004474436,45484,93172,WATERMELON RED SEEDLESS,0,48,27,12117,1021,7.85,45468
45485,93176,MELON CANTALOUPE JUMBO 9 CT,FRUIT,4.989999771,0,170,236,24060,13008,0.004474436,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,826,6.35,45468
7774,8979709,F-BYET FROZEN VEGS 16Z 209,VEGETABLES,2.690000057,1,171,398,38114,12996,0.004470308,7776,8979711,F-Family Group 1545,1,468,999,36815,838,6.45,45468
7774,8979709,F-BYET FROZEN VEGS 16Z 209,VEGETABLES,2.690000057,1,171,398,38114,12996,0.004470308,7775,8979710,F-BYET FRZ VEGS STEAMABLE 12Z 311,1,109,323,38354,836,6.43,45468
8517,8981054,F-Family Group 161,JUICE,NA,1,176,166,26772,12807,0.004405297,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,1153,9.00,45468
8517,8981054,F-Family Group 161,JUICE,NA,1,176,166,26772,12807,0.004405297,64088,42187011370,BEST YET 1% MILK,0,68,63,32880,1149,8.97,45468
8023,8979871,F-BYET BEANS CANNED 860,BEANS,1.590000033,1,177,978,41531,12804,0.004404265,8375,8980913,F-MCK SEASONING MIX-CHILI 602,1,520,1763,39802,1460,11.40,8956
8023,8979871,F-BYET BEANS CANNED 860,BEANS,1.590000033,1,177,978,41531,12804,0.004404265,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,1282,10.01,45468
51053,42187271460,BEST YET ITALIAN BREAD,DSD-GROC-PKG BAKERY,2.99000001,0,180,296,36529,12650,0.004351293,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,1030,8.14,52473
7076,8981264,F-Hershey King size bars,CANDY,2.690000057,1,181,391,38104,12380,0.004258419,7100,8981286,F-FAMILY GROUP 1341,1,23,104,41521,1435,11.59,52473
7076,8981264,F-Hershey King size bars,CANDY,2.690000057,1,181,391,38104,12380,0.004258419,7101,8981287,F-FAMILY GROUP 1342,1,92,415,41856,691,5.58,7100
46170,270406,NS CHERUBS TOMATO 10 OZ,VEG,4.289999962,0,183,191,28894,12270,0.004220582,45865,94194,CUCUMBER S/S,0,21,88,42632,1777,14.48,45468
46170,270406,NS CHERUBS TOMATO 10 OZ,VEG,4.289999962,0,183,191,28894,12270,0.004220582,45874,94206,CUCUMBER HYDRO,0,125,233,39264,996,8.12,45468
55224,2.84E+10,LAYS WAVY ORIGINAL,DSD-SNACKS/CHIPS,4.789999962,0,184,275,26260,12268,0.004219894,7300,8981479,F-HELAVA GOOD DIP 1403,1,58,81,34373,1714,13.97,52473
55224,2.84E+10,LAYS WAVY ORIGINAL,DSD-SNACKS/CHIPS,4.789999962,0,184,275,26260,12268,0.004219894,55324,28400199148,LAYS XL CLASSIC CHIPS,0,145,180,26261,1170,9.54,45468
61584,5.10E+12,P5 BONELESS CHICKEN BREAST,NA,0,0,185,106,43744,12262,0.00421783,61570,5.10E+12,P5 BEEF GROUND 80% LEAN,0,34,10,43732,2538,20.70,61556
61584,5.10E+12,P5 BONELESS CHICKEN BREAST,NA,0,0,185,106,43744,12262,0.00421783,61556,5.10E+12,P5 PORK BONELESS PORK CHOPS,0,135,75,43719,1253,10.22,61570
7432,8981610,F-DAISY SOUR CREAM 16oz 6882,SOUR CREAM,3.789999962,1,187,288,32436,12208,0.004199255,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,1200,9.83,52473
7211,8.98E+06,F-CABOT SLICES 1299,NOS Davidson,6.690000057,1,189,204,28645,12156,0.004181369,7255,8981435,F-CABOT SHREDS 8OZ 208,1,61,69,27239,1045,8.60,45468
8619,8981154,F-PRINCE PASTA 224,PASTA,NA,1,190,538,38835,12148,0.004178617,8620,8981155,F-PRINCE PASTA 235,1,307,870,38836,1367,11.25,45468
45528,93250,ORANGE NAVEL,FRUIT,1.690000057,0,191,263,41266,11921,0.004100534,45560,93400,LEMONS CALIF. FANCY 95CT,0,64,228,42630,939,7.88,41389
51106,50400751163,BALL PARK HOT DOG BUNS,DSD-GROC-PKG BAKERY,3.99000001,0,193,239,30586,11786,0.004054098,51102,50400739420,BALL PARK HAMBURG BUNS,0,146,158,30584,2533,21.49,45468
46152,94094,NF 5 LB RED,VEG,6.489999771,0,196,148,16982,11516,0.003961224,46005,93878,CABBAGE GREEN,0,112,256,42633,710,6.17,45468
46152,94094,NF 5 LB RED,VEG,6.489999771,0,196,148,16982,11516,0.003961224,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,681,5.91,45468
7429,8.98E+06,F-BYET SOUR CREAM 16OZ 988,SOUR CREAM,2.390000105,1,197,494,39080,11448,0.003937834,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,1576,13.77,45468
7429,8.98E+06,F-BYET SOUR CREAM 16OZ 988,SOUR CREAM,2.390000105,1,197,494,39080,11448,0.003937834,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,737,6.44,45468
49515,5.10E+13,SMITHFIELD VIRGINIA HAM,RDM WT MISC-DL,6.989999771,0,198,208,15060,11429,0.003931298,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,480,4.20,45468
51114,71025617160,DITALIANO PLAIN BREAD,DSD-GROC-PKG BAKERY,4.289999962,0,199,261,28898,11426,0.003930266,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,869,7.61,45468
8861,8.98E+06,F-CAMP TOM-CHKN NOODLE SP 10.75Z 584,SOUP,1.99000001,1,202,801,40832,11323,0.003894837,8865,8.98E+06,F-CAMPBLL SOUPS 591,1,66,163,39117,1174,10.37,45468
7390,8981569,F-NESTLE MILK 14FO  582,MILK/MILK PRODUCTS DAIRY,2.789999962,1,203,489,37801,11312,0.003891053,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,617,5.45,52473
55619,28400516464,XXL DORITOS NACHO CHEESE,DSD-SNACKS/CHIPS,5.989999771,0,204,147,19024,11283,0.003881078,55615,28400516310,XXL DORITOS COOL RANCH,0,510,418,19022,1367,12.12,52473
7191,8981375,F-PHILLY CRM CHS 8OZ 205,CHEESE,5.190000057,1,205,171,23087,11253,0.003870759,51094,48121277079,THOMAS NY STYLE PL BAGEL,0,188,128,21747,904,8.03,45468
7191,8981375,F-PHILLY CRM CHS 8OZ 205,CHEESE,5.190000057,1,205,171,23087,11253,0.003870759,51086,48121253196,THOMAS EVERTHING BAGEL,0,255,206,21744,821,7.30,45468
46068,94001,ONIONS WHITE JUMBO,VEG,1.49000001,0,206,701,41747,11201,0.003852872,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,1826,16.30,45468
46068,94001,ONIONS WHITE JUMBO,VEG,1.49000001,0,206,701,41747,11201,0.003852872,46213,94180,TOMATO HOT HOUSE,0,22,33,36411,742,6.62,45468
8874,8980131,F-Family Group 1035,SOUP,3.289999962,1,207,379,35283,11185,0.003847368,8618,8981153,F-BARILLA PASTA 99,1,11,37,38834,787,7.04,45468
8874,8980131,F-Family Group 1035,SOUP,3.289999962,1,207,379,35283,11185,0.003847368,46070,94024,ONIONS SWEET,0,49,283,42184,674,6.03,45468
55418,28400310468,LAYS PARTY WAVY,DSD-SNACKS/CHIPS,5.989999771,0,208,134,19015,11134,0.003829826,7300,8981479,F-HELAVA GOOD DIP 1403,1,58,81,34373,1945,17.47,52473
55418,28400310468,LAYS PARTY WAVY,DSD-SNACKS/CHIPS,5.989999771,0,208,134,19015,11134,0.003829826,17688,2190,HLVA GD FRNCH ONION DIP,0,505,452,25649,1009,9.06,52473
311149,517375,NW CHERRY 11 R,FRUIT,0,0,214,86,43397,11022,3.79E-03,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,1377,12.49,9118
311149,517375,NW CHERRY 11 R,FRUIT,0,0,214,86,43397,11022,3.79E-03,45484,93172,WATERMELON RED SEEDLESS,0,48,27,12117,1116,10.13,45468
8162,8980706,F-HERSHEY SYRUP 22-24Z 202,NOS Davidson,6.389999866,1,215,281,27472,11015,3.79E-03,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,1320,11.98,52473
51307,72945612419,SARA LEE ARTESANO STYLE BREAD,DSD-GROC-PKG BAKERY,4.489999771,0,216,280,28170,10963,3.77E-03,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,739,6.74,45468
51304,72945611900,SARA LEE CLASSIC BUTTER BREAD,DSD-GROC-PKG BAKERY,4.190000057,0,217,290,29526,10899,3.75E-03,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,951,8.73,45468
46157,94102,NF 5 LB GOLD,VEG,6.489999771,0,218,162,16983,10889,3.75E-03,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,660,6.06,45468
8697,8979960,F-RICE A RONI 101,NOS Davidson,3.890000105,1,219,757,39114,10875,3.74E-03,8291,8980831,F-KNORR PSTA/RCE SCE 82,1,43,197,40809,463,4.26,45468
53835,12000171956,DIET PEPSI 6PK,DSD-GROC-SODA/DRINKS,7.989999771,0,222,123,12233,10767,3.70E-03,54024,12000504051,PEPSI COLA 6PK/16.9OZ,0,96,44,12244,1093,10.15,52478
308285,5.10E+13,P5 BONELESS CHICKEN BREAST,RDM WT MISC-MT,0,0,223,145,43303,10739,3.69E-03,308271,5.10E+13,P5 BEEF GROUND 80% LEAN,0,56,25,21617,1906,17.75,61556
308285,5.10E+13,P5 BONELESS CHICKEN BREAST,RDM WT MISC-MT,0,0,223,145,43303,10739,3.69E-03,61556,5.10E+12,P5 PORK BONELESS PORK CHOPS,0,135,75,43719,1083,10.08,308271
8928,8.98E+06,F-Family Group 1526,SUGAR,3.390000105,1,224,346,34829,10735,3.69E-03,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,1246,11.61,45468
8928,8.98E+06,F-Family Group 1526,SUGAR,3.390000105,1,224,346,34829,10735,3.69E-03,39886,250214,B YET GRANULATED SUGAR,0,127,126,28879,847,7.89,7989
8505,8.98E+06,F-HAW PUNCH DRINK 128FO 304,JUICE,NA,1,226,387,32482,10562,3.63E-03,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,1127,10.67,52473
8426,8980964,F-JELLO GELATIN 3OZ 79,GELATINS,1.789999962,1,227,1011,41135,10551,3.63E-03,8689,8979952,F-JELLO INSTNT PUDDINGS 130,1,158,688,41870,777,7.36,45468
8426,8980964,F-JELLO GELATIN 3OZ 79,GELATINS,1.789999962,1,227,1011,41135,10551,3.63E-03,7734,8981906,F-COOL WHIP TOPPINGS 8OZ 92,1,150,317,36809,596,5.65,45468
7106,8981292,F-Family Group 1382,CANDY BARS,6.289999962,1,228,115,17543,10528,3.62E-03,8540,8981077,F-Family Group 1537,1,310,1403,41328,2433,23.11,8228
7106,8981292,F-Family Group 1382,CANDY BARS,6.289999962,1,228,115,17543,10528,3.62E-03,8228,8980769,F-BYET GRAHAM CRACKERS 14.4OZ 2425,1,806,1079,28676,1435,13.63,8540
8889,8980145,F-MARUCHN NOODLES 3Z 54,SOUP,0.49000001,1,231,3006,43059,10486,0.003606929,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,391,3.73,52473
7184,8981368,F-BYET COTT CHSE 16OZ,CHEESE,3.190000057,1,232,338,35699,10481,0.003605209,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,612,5.84,45468
8233,8980774,F-KEEBLER TOLLHOUSE,CRACKERS,5.989999771,1,233,234,19545,10406,0.003579411,7157,8981342,F-CABOT BARS 8OZ 135,1,13,13,27234,660,6.34,45468
7309,8981488,F-14 BYET GRATED CHS 8OZ 6548,GRATED CHEESE,5.489999771,1,234,156,21910,10404,0.003578723,8618,8981153,F-BARILLA PASTA 99,1,11,37,38834,1267,12.18,52473
7309,8981488,F-14 BYET GRATED CHS 8OZ 6548,GRATED CHEESE,5.489999771,1,234,156,21910,10404,0.003578723,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,814,7.82,45468
15950,8725,BYET GRADE A X-LARGE WHIT,EGGS,3.589999914,0,236,232,33247,10307,0.003545358,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,677,6.57,45468
64100,75457125002,GRL 2% MILK,DSD-DAIRY DEPT,1.49000001,0,239,1070,41838,10168,0.003497545,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,413,4.06,45468
7740,8981912,F-BE FROZEN VEGETABLES,VEGETABLES,3.190000057,1,242,441,35724,10068,0.003463147,7743,8981915,F-BIRDSEYE VEGS 10Z 263,1,121,435,38822,1027,10.20,45468
7740,8981912,F-BE FROZEN VEGETABLES,VEGETABLES,3.190000057,1,242,441,35724,10068,0.003463147,7742,8981914,F-BIRDSEYE FRZ VEGS 255,1,438,843,34397,803,7.98,45468
46201,99991,TOMATOES GRAPE PINTS,VEG,2.99000001,0,244,395,36410,10016,0.003445261,45865,94194,CUCUMBER S/S,0,21,88,42632,1646,16.43,45468
46201,99991,TOMATOES GRAPE PINTS,VEG,2.99000001,0,244,395,36410,10016,0.003445261,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,821,8.20,45468
15135,734497,DAISY SQZ SOUR CREAM,SOUR CREAM,3.789999962,0,245,419,32145,10008,0.003442509,7254,8981434,F-BYET SHRED CHSE 8OZ 63,1,8,9,35700,1556,15.55,46757
15135,734497,DAISY SQZ SOUR CREAM,SOUR CREAM,3.789999962,0,245,419,32145,10008,0.003442509,46757,99817,FE SHREDDED LETTUCE,0,105,159,36448,1276,12.75,7254
8304,8980844,F-CESAR DOG WET 3.5Z 511,DOG FOOD,1.690000057,1,246,861,41326,9951,0.003422902,8056,8979901,F-FRISKIES MEATY BITS 5.5Z 12,1,9,87,42760,313,3.15,8061
8642,8981177,F-PETER PAN P-BTTR 16.3Z 148,PEANUT/ALMOND BUTTER,4.389999866,1,248,399,28691,9887,0.003400888,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,614,6.21,45468
7160,8981345,F-BYET CHEESE CHUNK 16Z 973,CHEESE,5.389999866,1,249,152,22205,9883,0.003399512,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,692,7.00,45468
7160,8981345,F-BYET CHEESE CHUNK 16Z 973,CHEESE,5.389999866,1,249,152,22205,9883,0.003399512,15949,8719,BYET GRADE A LARGE WHITE,0,20,12,35789,584,5.91,45468
60773,5.10E+13,BF CHCK ROAST BNLS USDA CHOICE,RDM WT MISC-MT,7.489999771,0,250,28,13648,9742,0.003351011,60852,5.10E+13,CHICKEN BNLS SKINLESS BREAST,0,10,2,30693,746,7.66,45468
7348,8981527,F-BYET PREM OJ 59FO 2466,NOS Davidson,3.789999962,1,251,307,26745,9711,0.003340348,7136,8981322,F-BYET BUTTER 16OZ 242,1,25,6,27233,1138,11.72,45484
7348,8981527,F-BYET PREM OJ 59FO 2466,NOS Davidson,3.789999962,1,251,307,26745,9711,0.003340348,46003,94240,YELLOW CORN 48CT,0,42,77,42919,616,6.34,7136
8024,8979872,F-BUSH''S BEANS 2326,BEANS,1.590000033,1,252,1271,41532,9703,0.003337596,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,862,8.88,45468
8024,8979872,F-BUSH''S BEANS 2326,BEANS,1.590000033,1,252,1271,41532,9703,0.003337596,8023,8979871,F-BYET BEANS CANNED 860,1,177,978,41531,819,8.44,45468
8924,8980180,F-STOVE TOP STUFFG 6OZ 77,STUFFING MIXES,3.190000057,1,253,530,35756,9691,0.003333469,8442,8980980,F-HEINZ GRAVY 12OZ 83,1,278,516,34525,746,7.70,45468
8127,8980671,F-POST PEBBLES CEREAL 11Z 292,CEREALS,5.389999866,1,254,297,22232,9664,0.003324181,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,1367,14.15,52473
51086,48121253196,THOMAS EVERTHING BAGEL,DSD-GROC-PKG BAKERY,5.489999771,0,255,206,21744,9633,0.003313518,51094,48121277079,THOMAS NY STYLE PL BAGEL,0,188,128,21747,963,10.00,45468
51086,48121253196,THOMAS EVERTHING BAGEL,DSD-GROC-PKG BAKERY,5.489999771,0,255,206,21744,9633,0.003313518,7191,8981375,F-PHILLY CRM CHS 8OZ 205,1,205,171,23087,821,8.52,45468
45822,14998,MINI CUCUMBER,VEG,3.99000001,0,256,273,30454,9621,0.00330939,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,712,7.40,45468
45822,14998,MINI CUCUMBER,VEG,3.99000001,0,256,273,30454,9621,0.00330939,46216,91908,TOMATOES CLUSTER ON THE VINE,0,27,38,36412,681,7.08,45468
8499,8981036,F-V8 SPLASH 64FO 105,JUICE,NA,1,257,458,34532,9603,0.003303199,64093,42187203249,BEST YET HOMOGENIZED MILK,0,6,4,30718,618,6.44,45468
62005,5.10E+12,BH OVEN GOLD TURKEY BREAST,NA,12.48999977,0,258,53,5659,9560,0.003288408,62121,5.10E+12,BH DELUXE HAM,0,827,318,43912,774,8.10,45468
62005,5.10E+12,BH OVEN GOLD TURKEY BREAST,NA,12.48999977,0,258,53,5659,9560,0.003288408,46213,94180,TOMATO HOT HOUSE,0,22,33,36411,563,5.89,45468
8956,8980211,F-BYET TOMATOES CANNED 14.5Z 331,TOMATOES,1.49000001,1,259,1263,41874,9538,0.00328084,8023,8979871,F-BYET BEANS CANNED 860,1,177,978,41531,1176,12.33,8375
8956,8980211,F-BYET TOMATOES CANNED 14.5Z 331,TOMATOES,1.49000001,1,259,1263,41874,9538,0.00328084,45909,94110,PEPPERS GREEN MED/LG,0,15,64,40548,1027,10.77,45468
53369,78000082401,DR PEPPER 20 OZ,DSD-GROC-SODA/DRINKS,2.99000001,0,261,552,36566,9481,0.003261234,52964,49000000443,COKE 20 OZ PLASTIC BTLE,0,163,310,36552,441,4.65,52473
53369,78000082401,DR PEPPER 20 OZ,DSD-GROC-SODA/DRINKS,2.99000001,0,261,552,36566,9481,0.003261234,52493,441,ENERGY DEPOSIT .05,0,19,5693,43097,386,4.07,52473
8028,8979876,F-BYET VEGS CANNED 51,BEETS,1.590000033,1,262,1293,41536,9394,0.003231308,8028,8979876,F-BYET VEGS CANNED 51,1,342,1520,41537,1527,16.26,8028
